player,team,minutes,raw_total,per90
Víctor Gustavo Velázquez Ramos,Paraguay,250.4,-5.0,-1.80
Łukasz Gikiewicz,Chennaiyin,800.7,-16.0,-1.80
Joël Latibeaudiere,Jamaica,250.0,-5.0,-1.80
Iago Bouzón Amodeo,Recreativo Huelva,250.0,-5.0,-1.80
Hipólito Fernández Serrano,Recreativo Huelva,250.0,-5.0,-1.80
Mathys Tel,Bayern Munich,49.9,-1.0,-1.80
Igor Zubeldia Elorza,Real Sociedad,448.9,-9.0,-1.80
Alejandro Moreno Lopera,Rayo Vallecano,348.7,-7.0,-1.81
Kevin Paredes,Wolfsburg,99.6,-2.0,-1.81
Sebastián Dubarbier,Almería,199.1,-4.0,-1.81
Jens-Lys Michel Cajuste,Sweden,149.3,-3.0,-1.81
Jack Hendry,Scotland,348.2,-7.0,-1.81
Fábio Pereira da Silva,Manchester United,149.2,-3.0,-1.81
Abdullah Mohammed Madu,Saudi Arabia,49.7,-1.0,-1.81
Danny Vieira da Costa,Ingolstadt,248.2,-5.0,-1.81
Eduardo Antonio Salvio,Atlético Madrid,198.5,-4.0,-1.81
Víctor Casadesús Castaño,Mallorca,1339.5,-27.0,-1.81
Brenden Aaronson,United States,198.4,-4.0,-1.81
Abel Enrique Aguilar Tapia,Real Zaragoza,446.4,-9.0,-1.81
Taulant Sulejmanov,Albania,99.1,-2.0,-1.82
Francisco Jiménez Tejada,RC Deportivo La Coruña,148.7,-3.0,-1.82
Pablo Pinillos Caro,Levante UD,594.6,-12.0,-1.82
Nicolás Federico López Alonso,Granada,99.1,-2.0,-1.82
Robert Gucher,Frosinone,1336.8,-27.0,-1.82
José Manuel Jiménez Ortiz,Almería,494.5,-10.0,-1.82
Javier Sánchez de Felipe,Real Valladolid,247.2,-5.0,-1.82
Alejandro Remiro Gargallo,Real Sociedad,345.8,-7.0,-1.82
Franculino Gluda Djú,Guinea-Bissau,148.2,-3.0,-1.82
Fabio Celestini,Levante UD,345.6,-7.0,-1.82
James Beattie,Southampton,98.7,-2.0,-1.82
Burak Yılmaz,Turkey,345.2,-7.0,-1.82
Marco Sahanek,NorthEast United,492.9,-10.0,-1.83
Adelino André Vieira Freitas,Wolfsburg,147.8,-3.0,-1.83
Sergio Guardiola Navarro,Real Valladolid,295.5,-6.0,-1.83
Javier Camuñas Gallego,Recreativo Huelva,638.8,-13.0,-1.83
Raúl Rodríguez Navarro,Espanyol,343.4,-7.0,-1.83
Bradley Johnson,Norwich City,146.9,-3.0,-1.84
Omar Colley,Gambia,244.8,-5.0,-1.84
Gökhan İnler,Leicester City,195.5,-4.0,-1.84
Juan Pablo Carrizo,Real Zaragoza,244.2,-5.0,-1.84
Ebou Adams,Gambia,48.8,-1.0,-1.84
Francisco Javier García Guerrero,Celta Vigo,97.4,-2.0,-1.85
Tammy Bakumo-Abraham,Chelsea,48.7,-1.0,-1.85
Sergio García De La Fuente,Levante UD,971.2,-20.0,-1.85
Juan Jesús Calatayud Sánchez,Málaga,339.5,-7.0,-1.86
Cristian Hidalgo González,RC Deportivo La Coruña,339.3,-7.0,-1.86
Florian Neuhaus,Borussia Mönchengladbach,145.3,-3.0,-1.86
Jean-Mattéo Bahoya Négoce,Angers,96.8,-2.0,-1.86
Rifat Zhemaletdinov,Russia,48.4,-1.0,-1.86
Iñigo Córdoba Kerejeta,Athletic Club,193.3,-4.0,-1.86
Marc Wilson,Stoke City,241.3,-5.0,-1.87
Edgar Yoel Bárcenas Herrera,Panama,578.5,-12.0,-1.87
Sebastián Bruno Fernández Miglierina,Málaga,48.2,-1.0,-1.87
Igor Lichnovsky Osorio,Sporting Gijón,433.1,-9.0,-1.87
Carlos Alberto Tevez,Manchester United,144.0,-3.0,-1.88
Maciej Rybus,Poland,239.8,-5.0,-1.88
Fernando Soriano Marco,Almería,479.5,-10.0,-1.88
Juan Camilo Zúñiga Mosquera,Bologna,430.2,-9.0,-1.88
Pierre Achille Webó Kouamo,Osasuna,382.1,-8.0,-1.88
Mathías Adalberto Villasanti Rolón,Paraguay,238.1,-5.0,-1.89
Jordi Gómez García-Penche,Sunderland,333.2,-7.0,-1.89
Alejandro Blanco Sánchez,Valencia,47.5,-1.0,-1.90
Sabit Abdulai,Getafe,47.5,-1.0,-1.90
Amankwaa Akurugu,Getafe,47.5,-1.0,-1.90
José Antonio Delgado Villar,Real Betis,189.5,-4.0,-1.90
Daniel Didavi,VfB Stuttgart,141.9,-3.0,-1.90
Mohamed Gasana Tchité,Racing Santander,236.5,-5.0,-1.90
Erick Javier Davis Grajales,Panama,520.2,-11.0,-1.90
Abdulaziz Hatem Mohammed Abdullah,Qatar,189.2,-4.0,-1.90
Gurkirat Singh,Mumbai City,47.3,-1.0,-1.90
Oier Olazábal Paredes,Granada,471.4,-10.0,-1.91
Ferjani Sassi,Tunisia,235.4,-5.0,-1.91
Vincenzo Grifo,Freiburg,141.2,-3.0,-1.91
Nikola Žigić,Racing Santander,187.7,-4.0,-1.92
Ali Nadhoim Ahamada,Toulouse,516.0,-11.0,-1.92
Javier Eraso Goñi,Athletic Club,984.8,-21.0,-1.92
Matthieu Dreyer,Troyes,1312.8,-28.0,-1.92
Oriol Lozano Farrán,Racing Santander,515.6,-11.0,-1.92
Yoel Rodríguez Oterino,Celta Vigo,1123.1,-24.0,-1.92
Ulises Hernán de la Cruz Bernardo,Aston Villa,93.5,-2.0,-1.92
Fahad Mosaed Al Muwallad Al Harbi,Saudi Arabia,186.9,-4.0,-1.93
Jordan Lyden,Aston Villa,140.1,-3.0,-1.93
Francisco Femenía Far,Hércules,186.8,-4.0,-1.93
Amin Sarr,Lyon,93.2,-2.0,-1.93
Daniel Hernández Santos,Real Valladolid,93.1,-2.0,-1.93
Víctor Pérez Alonso,Real Valladolid,93.1,-2.0,-1.93
Francisco José Olivas Alba,Real Valladolid,325.6,-7.0,-1.93
Fabian Holland,Darmstadt 98,232.4,-5.0,-1.94
Segundo Víctor Ibarbo Guerrero,AS Roma,46.4,-1.0,-1.94
Fausto Rossi,Real Valladolid,92.8,-2.0,-1.94
Luís Fabiano Clemente,Sevilla,370.6,-8.0,-1.94
Yoann Court,Troyes,926.1,-20.0,-1.94
Darko Kovačević,Real Sociedad,92.5,-2.0,-1.95
Víctor Rubén López,Real Sociedad,92.5,-2.0,-1.95
Brajan Gruda,FSV Mainz 05,138.8,-3.0,-1.95
Juan Camilo Hernández Suárez,Huesca,231.1,-5.0,-1.95
Sultan Abdullah Salim Al Ghannam,Saudi Arabia,138.6,-3.0,-1.95
Manconi Soriano Mané,Guinea-Bissau,92.3,-2.0,-1.95
Roman Neustädter,Schalke 04,92.2,-2.0,-1.95
David Castedo Escudero,Sevilla,322.7,-7.0,-1.95
Leandro Andrés Gioda,Xerez,184.4,-4.0,-1.95
Alberto Rivera Pizarro,Levante UD,507.0,-11.0,-1.95
Stephen Crainey,Southampton,92.1,-2.0,-1.95
David Prieto Gálvez,Xerez,92.1,-2.0,-1.96
José Miguel González Rey,Mallorca,91.9,-2.0,-1.96
Bruno Saltor Grau,Almería,505.3,-11.0,-1.96
Marcelo Andrés Silva Fernández,Almería,91.9,-2.0,-1.96
Nemanja Vidić,Manchester United,183.7,-4.0,-1.96
Dudú Aouate,Racing Santander,871.4,-19.0,-1.96
Christopher Jullien,Montpellier,91.7,-2.0,-1.96
António Alberto Bastos Pimparel,Sevilla,686.7,-15.0,-1.97
Fabien Centonze,Nantes,91.5,-2.0,-1.97
Issam El Adoua,Levante UD,45.8,-1.0,-1.97
Borja Ekiza Imaz,Athletic Club,686.2,-15.0,-1.97
Martín Mauricio Astudillo,Osasuna,45.7,-1.0,-1.97
Joaquín Navarro Jiménez,Mallorca,639.9,-14.0,-1.97
Gianluca Mancini,Italy,91.3,-2.0,-1.97
Alejandro Berenguer Remiro,Osasuna,136.8,-3.0,-1.97
Néstor Fabián Canobbio Bentaberry,Celta Vigo,364.9,-8.0,-1.97
Diego Camacho Quesada,Levante UD,91.2,-2.0,-1.97
Maxime Baca,Guingamp,182.3,-4.0,-1.97
Dietmar Hamann,Liverpool,91.0,-2.0,-1.98
Pedro León Sánchez Gil,Levante UD,2274.4,-50.0,-1.98
Ouparine Djoco,Guinea-Bissau,181.9,-4.0,-1.98
Marcelo Amado Djaló Taritolay,Guinea-Bissau,181.9,-4.0,-1.98
Jefferson Anilson Silva Encada,Guinea-Bissau,181.9,-4.0,-1.98
Dawid Kownacki,Poland,91.0,-2.0,-1.98
Yomar Rene Rocha Rodriguez,Bolivia,136.4,-3.0,-1.98
Hans-Jörg Butt,Bayern Munich,90.9,-2.0,-1.98
Brandon Aguilera Zamora,Costa Rica,272.2,-6.0,-1.98
Juan Pablo Sorín,River Plate,90.7,-2.0,-1.99
Julián de Guzmán,RC Deportivo La Coruña,181.3,-4.0,-1.99
Lei Wu,Espanyol,45.3,-1.0,-1.99
Mário Fernando Magalhães da Silva,Cádiz,90.6,-2.0,-1.99
Armando Riveiro de Aguilar Malda,Cádiz,90.6,-2.0,-1.99
Andrés José Fleurquin Rubio,Cádiz,90.6,-2.0,-1.99
Alejandro Varela López,Cádiz,90.6,-2.0,-1.99
Ramón de Quintana Dalmau,Cádiz,90.6,-2.0,-1.99
José Julián De La Cuesta Herrera,Cádiz,90.6,-2.0,-1.99
Enrique Fernando Ortiz Moruno,Cádiz,90.6,-2.0,-1.99
Ander Guevara Lajo,Real Sociedad,316.7,-7.0,-1.99
Min-Woo Kim,South Korea,135.6,-3.0,-1.99
Quentin Cornette,Montpellier,135.6,-3.0,-1.99
Antonio Cabrini,Juventus,90.3,-2.0,-1.99
Lionello Manfredonia,Juventus,90.3,-2.0,-1.99
Aldo Serena,Juventus,90.3,-2.0,-1.99
Nicola Caricola,Juventus,90.3,-2.0,-1.99
Michel Platini,Juventus,90.3,-2.0,-1.99
Oumar Gonzalez,AC Ajaccio,180.6,-4.0,-1.99
Etienne Green,Saint-Étienne,90.3,-2.0,-1.99
Manuel Gaspar Haro,Málaga,180.5,-4.0,-1.99
Agustín García Iñiguez,Albacete,90.2,-2.0,-1.99
Raúl Valbuena Cano,Albacete,90.2,-2.0,-1.99
Carles Domingo Pladevall,Albacete,90.2,-2.0,-1.99
Laurent Viaud,Albacete,90.2,-2.0,-1.99
Santiago Denia Sánchez,Albacete,90.2,-2.0,-1.99
Jaime Sánchez Fernández,Albacete,90.2,-2.0,-1.99
Manuel Schmiedebach,Hannover 96,135.4,-3.0,-1.99
Xavier Torres Buigues,Málaga,1218.0,-27.0,-2.00
Juan Manuel Peña Montaño,Villarreal,90.2,-2.0,-2.00
Karim Boudiaf,Qatar,180.4,-4.0,-2.00
Sebastiaan Bornauw,Wolfsburg,135.2,-3.0,-2.00
Diego Mario Buonanotte Rende,Málaga,90.1,-2.0,-2.00
Julien Laporte,Lorient,180.2,-4.0,-2.00
Juan Gutiérrez Moreno,Real Betis,360.2,-8.0,-2.00
Stijn Spierings,Toulouse,180.0,-4.0,-2.00
Pablo César Pintos Cabral,Getafe,90.0,-2.0,-2.00
Sami Khalil Al Naji,Saudi Arabia,45.0,-1.0,-2.00
Dru Yearwood,New York Red Bulls,45.0,-1.0,-2.00
Zinho Gano,Guinea-Bissau,45.0,-1.0,-2.00
Nelson David Vivas,Boca Juniors,45.0,-1.0,-2.00
Klaus Allofs,Germany,45.0,-1.0,-2.00
Anderson Luis de Abreu Oliveira,Manchester United,45.0,-1.0,-2.00
Christian Träsch,Wolfsburg,45.0,-1.0,-2.00
Borja Gómez Pérez,Granada,180.0,-4.0,-2.00
Tony Jantschke,Borussia Mönchengladbach,45.0,-1.0,-2.00
Elias Manoel Alves de Paula,New York Red Bulls,45.0,-1.0,-2.00
Yorbe Vertessen,Union Berlin,45.0,-1.0,-2.00
Saidou Sow,Guinea,90.0,-2.0,-2.00
Mohamed Aly Camara,Guinea,90.0,-2.0,-2.00
John McCarthy,LAFC,89.9,-2.0,-2.00
Mateusz Bogusz,LAFC,89.9,-2.0,-2.00
Ryan Hollingshead,LAFC,89.9,-2.0,-2.00
Aaron Long,LAFC,89.9,-2.0,-2.00
Saad Abdullah Al Sheeb,Qatar,89.9,-2.0,-2.00
Bassam Hisham Al Rawi,Qatar,89.9,-2.0,-2.00
Ahmad Nourollahi,Iran,224.7,-5.0,-2.00
Timothy Tillman,LAFC,44.9,-1.0,-2.00
David Carmona Sierra,Sevilla,89.8,-2.0,-2.00
José Manuel Flores Moreno,Almería,314.1,-7.0,-2.01
Chung-Yong Lee,Crystal Palace,358.9,-8.0,-2.01
Dylan Daniel Mahmoud Bronn,Tunisia,358.9,-8.0,-2.01
Daniel Estrada Agirrezablaga,Real Sociedad,313.9,-7.0,-2.01
Davide Bassi,Atalanta,89.7,-2.0,-2.01
Thomas Løvendahl Sørensen,Aston Villa,179.1,-4.0,-2.01
Peter Whittingham,Aston Villa,179.1,-4.0,-2.01
Jlloyd Tafari Samuel,Aston Villa,179.1,-4.0,-2.01
Mark Anthony Delaney,Aston Villa,179.1,-4.0,-2.01
Juan Pablo Ángel Arango,Aston Villa,179.1,-4.0,-2.01
Ronny Johnsen,Aston Villa,179.1,-4.0,-2.01
Olof Mellberg,Aston Villa,179.1,-4.0,-2.01
Kieran Richardson,Aston Villa,716.1,-16.0,-2.01
Mitchell Weiser,Hertha Berlin,358.0,-8.0,-2.01
Josip Radošević,Eibar,402.5,-9.0,-2.01
Ibai Gómez Pérez,Athletic Club,581.1,-13.0,-2.01
Rafael van der Vaart,Real Madrid,267.7,-6.0,-2.02
Lee Hendrie,Aston Villa,178.4,-4.0,-2.02
Ernesto Galán Iñigo,Espanyol,89.2,-2.0,-2.02
José Ortiz Bernal,Almería,44.6,-1.0,-2.02
Manvir Singh,NorthEast United,89.1,-2.0,-2.02
Andy Cole,Manchester United,177.9,-4.0,-2.02
Óscar Serrano Rodriguez,Espanyol,577.6,-13.0,-2.03
Luis García Conde,Getafe,88.7,-2.0,-2.03
Edgar Antonio Méndez Ortega,Almería,1064.7,-24.0,-2.03
Adam Federici,AFC Bournemouth,487.8,-11.0,-2.03
Michael Gray,Blackburn Rovers,88.7,-2.0,-2.03
Martin Andresen,Blackburn Rovers,88.7,-2.0,-2.03
Ignacio Pérez Santamaría,Levante UD,665.0,-15.0,-2.03
Paulo César Da Silva Barrios,Real Zaragoza,177.3,-4.0,-2.03
Aarón Martín Caricol,Espanyol,443.2,-10.0,-2.03
Francisco Javier Sánchez Broto,Getafe,88.6,-2.0,-2.03
José Manuel Yanguas Calleja,Getafe,88.6,-2.0,-2.03
Youssouf Ndayishimiye,OGC Nice,88.6,-2.0,-2.03
Georg Niedermeier,VfB Stuttgart,88.6,-2.0,-2.03
Christian Gentner,VfB Stuttgart,88.6,-2.0,-2.03
Ayoze Díaz Díaz,Racing Santander,442.8,-10.0,-2.03
Dimitry Bertaud,Montpellier,177.0,-4.0,-2.03
Nélson Augusto Tomar Marcos,Real Betis,354.0,-8.0,-2.03
John Tolkin,New York Red Bulls,88.4,-2.0,-2.04
Lucas Lima Linhares,New York Red Bulls,88.4,-2.0,-2.04
Sean Nealis,New York Red Bulls,88.4,-2.0,-2.04
Carlos Miguel Coronel,New York Red Bulls,88.4,-2.0,-2.04
Daniel Edelman,New York Red Bulls,88.4,-2.0,-2.04
Andrés Felipe Reyes Ambuila,New York Red Bulls,88.4,-2.0,-2.04
Alberto Guitián Ceballos,Sporting Gijón,88.4,-2.0,-2.04
José Javier Barkero Saludes,CD Numancia de Soria,309.3,-7.0,-2.04
Adrià Giner Pedrosa,Espanyol,88.3,-2.0,-2.04
Lluís López Mármol,Espanyol,88.3,-2.0,-2.04
Sam Adekugbe,Canada,88.3,-2.0,-2.04
Dídac Vilá Rosselló,Espanyol,706.3,-16.0,-2.04
José Romero Urtasun,Osasuna,484.4,-11.0,-2.04
Ricardo López Felipe,Osasuna,616.0,-14.0,-2.05
Lorenzo Enrique Reyes Vicencio,Real Betis,88.0,-2.0,-2.05
Alexander Meier,Eintracht Frankfurt,87.9,-2.0,-2.05
Slobodan Medojević,Eintracht Frankfurt,87.9,-2.0,-2.05
Kepa Arrizabalaga Revuelta,Athletic Club,175.8,-4.0,-2.05
Vicente Valcarce Cano,Málaga,87.8,-2.0,-2.05
Gerardo García León,Málaga,87.8,-2.0,-2.05
Ezgjan Alioski,North Macedonia,263.4,-6.0,-2.05
Stefan Ristovski,North Macedonia,263.4,-6.0,-2.05
Sílvio Manuel Azevedo Ferreira Sá Pereira,Atlético Madrid,87.8,-2.0,-2.05
Eric Junior Dina Ebimbe,Paris Saint-Germain,219.2,-5.0,-2.05
Ron-Robert Zieler,Hannover 96,175.1,-4.0,-2.06
Abdullahi Shehu,Nigeria,87.5,-2.0,-2.06
Jonathan Vila Pereira,Celta Vigo,87.5,-2.0,-2.06
Andrés José Túñez Arceo,Celta Vigo,87.5,-2.0,-2.06
Wanderson Maciel Sousa Campos,Getafe,700.1,-16.0,-2.06
César González Navas,Málaga,350.1,-8.0,-2.06
Robin Zentner,FSV Mainz 05,174.9,-4.0,-2.06
Leandro Barreiro Martins,FSV Mainz 05,174.9,-4.0,-2.06
Sepp van den Berg,FSV Mainz 05,174.9,-4.0,-2.06
Brice Samba,Lens,87.5,-2.0,-2.06
Stefan Bell,FSV Mainz 05,174.9,-4.0,-2.06
Erick Cathriel Cabaco Almada,Levante UD,262.1,-6.0,-2.06
Marc Roca Junqué,Espanyol,349.3,-8.0,-2.06
Pape Ibnou Bâ,Mauritania,87.3,-2.0,-2.06
Mateusz Wieteska,Clermont Foot,174.3,-4.0,-2.07
Mario Fernández Cuesta,Racing Santander,87.2,-2.0,-2.07
Marcos Gullón Ferrera,Racing Santander,87.2,-2.0,-2.07
Mory Diaw,Clermont Foot,174.3,-4.0,-2.07
Vivaldo Borges dos Santos Neto,Clermont Foot,174.3,-4.0,-2.07
Cédric Zesiger,Wolfsburg,87.2,-2.0,-2.07
Kasey Palmer,Jamaica,261.4,-6.0,-2.07
Ethan Pinnock,Jamaica,261.4,-6.0,-2.07
Jahmali Waite,Jamaica,261.4,-6.0,-2.07
Liassine Cadamuro-Bentaïba,Real Sociedad,174.2,-4.0,-2.07
Francisco Montañés Claverías,Real Zaragoza,348.3,-8.0,-2.07
Luca Martinelli,Empoli,87.1,-2.0,-2.07
Pablo Daniel Osvaldo,Espanyol,261.1,-6.0,-2.07
Giuseppe Pezzella,Palermo,565.3,-13.0,-2.07
Stole Dimitrievski,Rayo Vallecano,347.8,-8.0,-2.07
Luciano Favero,Juventus,173.8,-4.0,-2.07
Christian Fernández Salas,Racing Santander,347.4,-8.0,-2.07
Peter Stroud,New York Red Bulls,43.4,-1.0,-2.07
Tom Barlow,New York Red Bulls,43.4,-1.0,-2.07
Alejandro Martínez Sánchez,Real Betis,86.8,-2.0,-2.07
Israel Reyes Romero,Mexico,43.4,-1.0,-2.07
Braulio Nóbrega Rodríguez,Real Zaragoza,86.8,-2.0,-2.07
Håvard Nordtveit,Borussia Mönchengladbach,173.6,-4.0,-2.07
Lars Edi Stindl,Borussia Mönchengladbach,173.6,-4.0,-2.07
Oscar Wendt,Borussia Mönchengladbach,173.6,-4.0,-2.07
Kévin Constant,Bologna,260.2,-6.0,-2.08
Pedro Tonon Geromel,Mallorca,86.7,-2.0,-2.08
Anderson Conceição Benedito,Mallorca,86.7,-2.0,-2.08
Aristidis Kamaras,Panathinaikos,86.7,-2.0,-2.08
Konstantinos Eleftherakis,Panathinaikos,86.7,-2.0,-2.08
Georgios Vlachos,Panathinaikos,86.7,-2.0,-2.08
Yiannis Tomaras,Panathinaikos,86.7,-2.0,-2.08
Frantsiskos Sourpis,Panathinaikos,86.7,-2.0,-2.08
Anthimos Kapsis,Panathinaikos,86.7,-2.0,-2.08
Takis Ikonomopoulos,Panathinaikos,86.7,-2.0,-2.08
Haris Grammos,Panathinaikos,86.7,-2.0,-2.08
Antonis Antoniadis,Panathinaikos,86.7,-2.0,-2.08
Dimitris Domazos,Panathinaikos,86.7,-2.0,-2.08
Totis Fylakouris,Panathinaikos,86.7,-2.0,-2.08
Keysher Fuller Spence,Costa Rica,259.8,-6.0,-2.08
Liam Cooper,Scotland,86.6,-2.0,-2.08
Manuel Sánchez De La Peña,Osasuna,86.5,-2.0,-2.08
Mickaël Nade,Saint-Étienne,173.1,-4.0,-2.08
Mikael Forssell,Birmingham City,86.5,-2.0,-2.08
Javier Ángel Balboa Osa,Racing Santander,86.4,-2.0,-2.08
Akram Hassan Afif,Qatar,259.0,-6.0,-2.09
Boualem Khoukhi,Qatar,259.0,-6.0,-2.09
Abdelkarim Hassan Al Haj Fadlalla,Qatar,259.0,-6.0,-2.09
Markus Babbel,Blackburn Rovers,86.3,-2.0,-2.09
Yehya Sulaiman Ali Al-Shehri,Saudi Arabia,86.3,-2.0,-2.09
Thomas Hitzlsperger,Aston Villa,86.3,-2.0,-2.09
Marcus Allbäck,Aston Villa,86.3,-2.0,-2.09
Luis Prieto Zalbidegoitia,Athletic Club,301.9,-7.0,-2.09
Fernando Martín Forestieri,Málaga,43.1,-1.0,-2.09
Oliver Sonne,Peru,86.2,-2.0,-2.09
Adrián Andrés Cubas,Paraguay,172.3,-4.0,-2.09
David Ferreiro Quiroga,Huesca,86.1,-2.0,-2.09
Damià Abella Pérez,Barcelona,602.6,-14.0,-2.09
Lennard Maloney,FC Heidenheim,172.2,-4.0,-2.09
Jonas Föhrenbach,FC Heidenheim,172.2,-4.0,-2.09
Kevin Müller,FC Heidenheim,172.2,-4.0,-2.09
Patrick Mainka,FC Heidenheim,172.2,-4.0,-2.09
Omar Haktab Traorè,FC Heidenheim,172.2,-4.0,-2.09
Hernán Darío Pellerano,Almería,430.1,-10.0,-2.09
Juan Jesús Gutiérrez Robles,Málaga,644.8,-15.0,-2.09
David Costas Cordal,Celta Vigo,86.0,-2.0,-2.09
Borja Valle Balonga,RC Deportivo La Coruña,86.0,-2.0,-2.09
Róbert Mazáň,Celta Vigo,86.0,-2.0,-2.09
Florent Chaigneau,Lorient,171.9,-4.0,-2.09
Ladislao Mazurkiewicz Iglesias,Uruguay,85.8,-2.0,-2.10
Juan Martin Mujica,Uruguay,85.8,-2.0,-2.10
Dagoberto Fontes,Uruguay,85.8,-2.0,-2.10
Roberto Matosas,Uruguay,85.8,-2.0,-2.10
Ignacio Luis Ubiña,Uruguay,85.8,-2.0,-2.10
Julio Walter Montero Castillo,Uruguay,85.8,-2.0,-2.10
Atilio Genaro Ancheta Weigel,Uruguay,85.8,-2.0,-2.10
Julio César Morales Araújo,Uruguay,85.8,-2.0,-2.10
Luis Alberto Cubilla Almeida,Uruguay,85.8,-2.0,-2.10
Julio César Cortés Lagos,Uruguay,85.8,-2.0,-2.10
Raffael Caetano de Araújo,Borussia Mönchengladbach,128.6,-3.0,-2.10
Aldo Sebastián Corzo Chávez,Peru,85.7,-2.0,-2.10
Carlos Eduardo de Castro Lourenço,Troyes,598.6,-14.0,-2.10
Darko Velkovski,North Macedonia,256.5,-6.0,-2.11
Arijan Ademi,North Macedonia,256.2,-6.0,-2.11
Jesús Manuel Sagredo Chávez,Bolivia,85.4,-2.0,-2.11
Souleyman Doumbia,Angers,85.3,-2.0,-2.11
Miha Blažič,Angers,85.3,-2.0,-2.11
Jovani Francisco Welch Lopez,Panama,213.3,-5.0,-2.11
Mariano Damián Barbosa,Villarreal,170.6,-4.0,-2.11
Emiliano Daniel Armenteros,Xerez,255.7,-6.0,-2.11
Émerson Leão,Brazil,85.2,-2.0,-2.11
José Maria Rodrigues Alves,Brazil,85.2,-2.0,-2.11
José Guimarães Dirceu,Brazil,85.2,-2.0,-2.11
Francisco das Chagas Marinho,Brazil,85.2,-2.0,-2.11
Mario Peres Ulibarri,Brazil,85.2,-2.0,-2.11
Valdomiro Vaz Franco,Brazil,85.2,-2.0,-2.11
Paulo César Carpegiani,Brazil,85.2,-2.0,-2.11
Valery Fernández Estrada,Girona,85.2,-2.0,-2.11
Javier Galán Gil,Huesca,170.3,-4.0,-2.11
Rafael Mir Vicente,Huesca,170.3,-4.0,-2.11
Álvaro Fernández Llorente,Huesca,170.3,-4.0,-2.11
Michaël Pereira,Mallorca,212.8,-5.0,-2.11
Absalom Iimbondi,Namibia,212.7,-5.0,-2.12
Yan Brice Eteki,Granada,212.7,-5.0,-2.12
Henri Camara,Wolverhampton Wanderers,85.1,-2.0,-2.12
Daniel Veyt,Belgium,85.0,-2.0,-2.12
Patrick Vervoort,Belgium,85.0,-2.0,-2.12
Stéphane Demol,Belgium,85.0,-2.0,-2.12
Jean-Marie Pfaff,Belgium,85.0,-2.0,-2.12
Georges Grün,Belgium,85.0,-2.0,-2.12
Enzo Scifo,Belgium,85.0,-2.0,-2.12
Eric Gerets,Belgium,85.0,-2.0,-2.12
Jan Ceulemans,Belgium,85.0,-2.0,-2.12
Nico Claesen,Belgium,85.0,-2.0,-2.12
Franky Vercauteren,Belgium,85.0,-2.0,-2.12
Roberto Luis Gaspar de Deus Severo,Recreativo Huelva,255.0,-6.0,-2.12
Franco Costanzo,Deportivo Alavés,84.9,-2.0,-2.12
Alejandro Castro Fernández,Deportivo Alavés,84.9,-2.0,-2.12
Eduardo Alonso Álvarez,Deportivo Alavés,84.9,-2.0,-2.12
Santiago Carpintero Fernández,Deportivo Alavés,84.9,-2.0,-2.12
David Coromina Pararols,Deportivo Alavés,84.9,-2.0,-2.12
Nabil Baha,Málaga,212.2,-5.0,-2.12
Masoud Shojaei Soleimani,Osasuna,296.6,-7.0,-2.12
Chidozie Collins Awaziem,Leganés,84.7,-2.0,-2.12
Francisco Javier Vicente Navarro,Sevilla,84.7,-2.0,-2.12
Meshaal Aissa Barsham,Qatar,169.1,-4.0,-2.13
Daniel Aquino Pintos,Real Murcia CF,84.5,-2.0,-2.13
Stéphane Jean François Pignol,Real Murcia CF,84.5,-2.0,-2.13
David Gutiérrez de Coz,Real Murcia CF,84.5,-2.0,-2.13
Álvaro Mejía Pérez,Real Murcia CF,84.5,-2.0,-2.13
Juan Cruz Ochoa López,Real Murcia CF,84.5,-2.0,-2.13
Stuart Armstrong,Scotland,169.0,-4.0,-2.13
Enric Saborit Teixidor,Athletic Club,84.5,-2.0,-2.13
Santiago Comesaña Veiga,Rayo Vallecano,84.5,-2.0,-2.13
Ricardo Daniel Pepi,United States,84.4,-2.0,-2.13
Ethan Horvath,United States,42.2,-1.0,-2.13
Cengiz Ünder,Turkey,421.8,-10.0,-2.13
Juan Muñoz Muñoz,Sevilla,252.7,-6.0,-2.14
Leonardo Julián Balerdi Rossa,Marseille,168.2,-4.0,-2.14
Sergio Brio,Juventus,126.0,-3.0,-2.14
Fabricio Martín Agosto Ramírez,RC Deportivo La Coruña,167.9,-4.0,-2.14
Adrián Colunga Pérez,Recreativo Huelva,293.7,-7.0,-2.15
Luís Edmundo Pereira,Brazil,83.9,-2.0,-2.15
Ismaeel Mohammad Mohammad,Qatar,167.7,-4.0,-2.15
Stefano Tacconi,Juventus,209.4,-5.0,-2.15
Michael Laudrup,Juventus,209.4,-5.0,-2.15
Ebrima Colley,Gambia,83.7,-2.0,-2.15
Sávio Bortolini Pimentel,Real Zaragoza,250.8,-6.0,-2.15
Lucas Torró Marset,Osasuna,83.3,-2.0,-2.16
Gabriel Vasconelos Ferreira,Napoli,83.1,-2.0,-2.17
Michał Pazdan,Poland,166.2,-4.0,-2.17
Emiliano Buendía,Getafe,747.3,-18.0,-2.17
Karim Onisiwo,Austria,166.1,-4.0,-2.17
Aldo Pedro Duscher,Racing Santander,207.6,-5.0,-2.17
Oscar Vilhelmsson,Darmstadt 98,124.3,-3.0,-2.17
John Aloisi,Osasuna,124.3,-3.0,-2.17
Hugo Benjamín Ibarra,AS Monaco,165.6,-4.0,-2.17
Lévy Clément Madinda,Celta Vigo,82.8,-2.0,-2.17
